YEAR,MONTH,DAY,TEMPERATURE_AVG,RADIATION
2011,09,22,14.9,9357
2011,09,23,14.2,11642
2011,09,24,13.9,14126
2011,09,25,16.8,13862
2011,09,26,18.3,12278
2011,09,27,18.1,11092
2011,09,28,18.9,14269
2011,09,29,19.4,14792
2011,09,30,18.9,14374
2011,10,01,19.3,14079
2011,10,02,18.7,13898
2011,10,03,19,13661
2011,10,04,17.4,6639
2011,10,05,17.6,4344
2011,10,06,16.2,4544
2011,10,07,12.2,7303
2011,10,08,11.5,4368
2011,10,09,14.3,5192
2011,10,10,17.5,6459
2011,10,11,16.5,5314
2011,10,12,16.5,4208
2011,10,13,14.3,7364
2011,10,14,10.6,10554
2011,10,15,9.2,10986
2011,10,16,9.4,10774
2011,10,17,12,7732
2011,10,18,11.3,4998
2011,10,19,9,7296
2011,10,20,8,6967
2011,10,21,8.2,9369
2011,10,22,5.4,7847
2011,10,23,10.2,9076
2011,10,24,10.9,8698
2011,10,25,12.8,4014
2011,10,26,11.9,7519
2011,10,27,12.5,5653
2011,10,28,14.3,6165
2011,10,29,15.4,4554
2011,10,30,12.8,3153
2011,10,31,14.7,5802
2011,11,01,13.3,4999
2011,11,02,11.5,4211
2011,11,03,15,2802
2011,11,04,15.6,5120
2011,11,05,13.7,3841
2011,11,06,13.1,1828
2011,11,07,11.2,266
2011,11,08,9.7,1926
2011,11,09,11.9,3137
2011,11,10,11,6237
2011,11,11,7.8,2067
2011,11,12,9.5,4476
2011,11,13,8.1,4214
2011,11,14,6.5,1725
2011,11,15,1.8,1917
2011,11,16,0.6,2152
2011,11,17,5.8,2736
2011,11,18,8.7,3480
2011,11,19,6.5,4129
2011,11,20,5.9,5798
2011,11,21,4.4,2835
2011,11,22,8.4,4672
2011,11,23,10,2318
2011,11,24,7.3,2769
2011,11,25,10.4,2893
2011,11,26,8.3,3572
2011,11,27,11.4,2762
2011,11,28,5.6,4239
2011,11,29,7.5,2651
2011,11,30,7.8,3806
2011,12,01,9.3,2955
2011,12,02,8.1,2971
2011,12,03,8.8,2686
2011,12,04,8.6,1118
2011,12,05,5.9,2725
2011,12,06,5.2,3319
2011,12,07,7,3175
2011,12,08,6.5,2661
2011,12,09,6.8,3371
2011,12,10,4,3613
2011,12,11,3.8,2842
2011,12,12,7,2992
2011,12,13,8.9,2431
2011,12,14,4.9,1372
2011,12,15,6,2575
2011,12,16,7.2,1527
2011,12,17,4.8,2222
2011,12,18,3.7,2600
2011,12,19,2.1,2144
2011,12,20,5.3,1896
2011,12,21,6,1196
2011,12,22,9.9,2619
2011,12,23,9.7,1444
2011,12,24,6.7,2599
2011,12,25,8.2,1931
2011,12,26,10.3,1143
2011,12,27,7.3,1137
2011,12,28,5.9,1845
2011,12,29,7,1901
2011,12,30,6.4,1597
2011,12,31,8.3,2092
2012,01,01,12.4,997
2012,01,02,8.2,2349
2012,01,03,8.4,2182
2012,01,04,7.4,2842
2012,01,05,9.6,2053
2012,01,06,6.7,2594
2012,01,07,6.7,3681
2012,01,08,7.5,2089
2012,01,09,9.2,2251
2012,01,10,9.2,1760
2012,01,11,9.7,2854
2012,01,12,8.7,2925
2012,01,13,5.4,2957
2012,01,14,4.2,3800
2012,01,15,2.3,4574
2012,01,16,1.6,4535
2012,01,17,1,4623
2012,01,18,2.1,2552
2012,01,19,8.5,2493
2012,01,20,6.5,1878
2012,01,21,8.6,2999
2012,01,22,8.1,4007
2012,01,23,6,3428
2012,01,24,3.5,2162
2012,01,25,5.8,1890
2012,01,26,8.1,2493
2012,01,27,5.3,5202
2012,01,28,3.9,2793
2012,01,29,1.2,1897
2012,01,30,-0.4,2075
2012,01,31,-0.2,3893
2012,02,01,-3.3,5740
2012,02,02,-4,6115
2012,02,03,-4.1,5861
2012,02,04,-8.3,6928
2012,02,05,-5.7,3213
2012,02,06,-1.5,5233
2012,02,07,-6.7,6449
2012,02,08,-3.5,5288
2012,02,09,-5,4991
2012,02,10,-3.5,7124
2012,02,11,-5.7,7323
2012,02,12,-4.6,5715
2012,02,13,2.1,3755
2012,02,14,4.6,4453
2012,02,15,6.1,3683
2012,02,16,6.3,3561
2012,02,17,6.9,5239
2012,02,18,8,3816
2012,02,19,3.9,7658
2012,02,20,2.5,9182
2012,02,21,5.1,6813
2012,02,22,5,6641
2012,02,23,9.7,5807
2012,02,24,10.5,4637
2012,02,25,8.3,5492
2012,02,26,5,6220
2012,02,27,4.7,5316
2012,02,28,9.5,3828
2012,02,29,9.2,3229
2012,03,01,9,3616
2012,03,02,8,2777
2012,03,03,10.4,6086
2012,03,04,7.7,5221
2012,03,05,3,3444
2012,03,06,4.8,7215
2012,03,07,4.6,5979
2012,03,08,5.9,10165
2012,03,09,6.2,6856
2012,03,10,10.2,7636
2012,03,11,10.6,9775
2012,03,12,8.9,10618
2012,03,13,7.9,6631
2012,03,14,9.1,7962
2012,03,15,10.7,14862
2012,03,16,10.1,8018
2012,03,17,8.5,5728
2012,03,18,8.7,9383
2012,03,19,7,13751
2012,03,20,7.6,12770
2012,03,21,8.8,15638
2012,03,22,11.9,15711
2012,03,23,13.3,15136
2012,03,24,11.1,14535
2012,03,25,9.7,11012
2012,03,26,11.2,16667
2012,03,27,11,16747
2012,03,28,10.9,17068
2012,03,29,9.5,14742
2012,03,30,7.3,8789
2012,03,31,7.9,6352
2012,04,01,5.8,15320
2012,04,02,7.2,17450
2012,04,03,8.8,15924
2012,04,04,8.5,11215
2012,04,05,7.7,3775
2012,04,06,6.5,13986
2012,04,07,7.4,8409
2012,04,08,7,9306
2012,04,09,9,6294
2012,04,10,10.2,7167
2012,04,11,7.9,13596
2012,04,12,7.3,12967
2012,04,13,6.9,14291
2012,04,14,6.8,15293
2012,04,15,7.4,11744
2012,04,16,6.2,14782
2012,04,17,4.2,12322
2012,04,18,7.8,13318
2012,04,19,9.1,11886
2012,04,20,9.7,15309
2012,04,21,7.9,12584
2012,04,22,9.1,15004
2012,04,23,8.9,13223
2012,04,24,8.8,12101
2012,04,25,8.5,10970
2012,04,26,12.5,15776
2012,04,27,12,15595
2012,04,28,10.5,3574
2012,04,29,14.1,14872
2012,04,30,13.7,18262
2012,05,01,15.1,14520
2012,05,02,9.2,6313
2012,05,03,10.7,8586
2012,05,04,10.7,10157
2012,05,05,8.5,5167
2012,05,06,9.5,11780
2012,05,07,11.2,17618
2012,05,08,14.4,12428
2012,05,09,16.4,11857
2012,05,10,19.4,12643
2012,05,11,14.4,9817
2012,05,12,10.1,19119
2012,05,13,9.2,24580
2012,05,14,10.8,23430
2012,05,15,9.4,13631
2012,05,16,9.2,21543
2012,05,17,9.2,17723
2012,05,18,13.3,12320
2012,05,19,14.2,21015
2012,05,20,12.6,9633
2012,05,21,11.8,7937
2012,05,22,14,16419
2012,05,23,15.6,18586
2012,05,24,18.4,24057
2012,05,25,19.4,27221
2012,05,26,18.8,27399
2012,05,27,19.7,27574
2012,05,28,18.7,25881
2012,05,29,17.9,24627
2012,05,30,16.4,23124
2012,05,31,16.8,13812
2012,06,01,17,13439
2012,06,02,15.5,17771
2012,06,03,11.4,6046
2012,06,04,11.9,9803
2012,06,05,11.2,21033
2012,06,06,15.4,16161
2012,06,07,16.4,17338
2012,06,08,15.5,17501
2012,06,09,13.7,19879
2012,06,10,13.3,19061
2012,06,11,14.5,9581
2012,06,12,13,13917
2012,06,13,13,15666
2012,06,14,13,26877
2012,06,15,16.6,13496
2012,06,16,17.1,18437
2012,06,17,16.7,19658
2012,06,18,15.4,15020
2012,06,19,14,24527
2012,06,20,17.1,25358
2012,06,21,19.9,16678
2012,06,22,15.1,18573
2012,06,23,15.2,21373
2012,06,24,15.2,11581
2012,06,25,16,20143
2012,06,26,17.6,22917
2012,06,27,19.8,17829
2012,06,28,24.4,23892
2012,06,29,19.6,18545
2012,06,30,18.9,16702
2012,07,01,15.6,22254
2012,07,02,16.7,23237
2012,07,03,18.6,13753
2012,07,04,22.1,21145
2012,07,05,20.1,13933
2012,07,06,17.9,18418
2012,07,07,17.4,17045
2012,07,08,17.6,12906
2012,07,09,16.8,13222
2012,07,10,16.2,12696
2012,07,11,16.2,17841
2012,07,12,15.7,20513
2012,07,13,16.4,16074
2012,07,14,15.7,11753
2012,07,15,15,14283
2012,07,16,14.5,11912
2012,07,17,17.6,13664
2012,07,18,16.9,13186
2012,07,19,17.5,15144
2012,07,20,16.3,14783
2012,07,21,16.3,15806
2012,07,22,15.9,25222
2012,07,23,19.5,26660
2012,07,24,20.5,26731
2012,07,25,20.6,25284
2012,07,26,21.1,21009
2012,07,27,20.8,14873
2012,07,28,19,12007
2012,07,29,16.2,17873
2012,07,30,15.5,19326
2012,07,31,16.2,11987
2012,08,01,19.6,19383
2012,08,02,18.9,17623
2012,08,03,18.5,16594
2012,08,04,18.4,16309
2012,08,05,18.9,16981
2012,08,06,17.6,14415
2012,08,07,16.3,14947
2012,08,08,16.6,11590
2012,08,09,19.3,16013
2012,08,10,17.6,22193
2012,08,11,18.1,22638
2012,08,12,20,20427
2012,08,13,19.6,15050
2012,08,14,19.3,13817
2012,08,15,23.3,18231
2012,08,16,19.2,18111
2012,08,17,23.7,18614
2012,08,18,26.1,22295
2012,08,19,23.8,17899
2012,08,20,21.1,16741
2012,08,21,20,14183
2012,08,22,18.2,16900
2012,08,23,17,18457
2012,08,24,19.1,14394
2012,08,25,17.9,10474
2012,08,26,17.7,11837
2012,08,27,17.7,18745
2012,08,28,19.5,13433
2012,08,29,17.6,16854
2012,08,30,16.6,14337
2012,08,31,15,11842
2012,09,01,13.3,16792
2012,09,02,16.9,12397
2012,09,03,19.3,10624
2012,09,04,18.4,16229
2012,09,05,17.8,11060
2012,09,06,15.5,14846
2012,09,07,17.1,19135
2012,09,08,17.7,17490
2012,09,09,19.8,19453
2012,09,10,20.3,13368
2012,09,11,17.8,9423
2012,09,12,13.7,12622
2012,09,13,15.3,10574
2012,09,14,15.2,9561
2012,09,15,15.3,13968
2012,09,16,15.2,14198
2012,09,17,15.9,7832
2012,09,18,15.1,10814
2012,09,19,11.9,12165
2012,09,20,12.4,11672
2012,09,21,11.9,9113
2012,09,22,12.4,11029
2012,09,23,11,6276
2012,09,24,15.3,8433
2012,09,25,14,9750
2012,09,26,14,8902
2012,09,27,13.9,8246
2012,09,28,14.1,10197
2012,09,29,13.5,10288
2012,09,30,11.5,12969
2012,10,01,13.7,8973
2012,10,02,15.3,6971
2012,10,03,14.3,5023
2012,10,04,12.9,9503
2012,10,05,14.1,6757
2012,10,06,14,4657
2012,10,07,10.8,8912
2012,10,08,9.6,6295
2012,10,09,12.8,7308
2012,10,10,9.9,10848
2012,10,11,10.2,7764
2012,10,12,13.5,3753
2012,10,13,9.6,5000
2012,10,14,8.6,8458
2012,10,15,10.1,6901
2012,10,16,12.4,7691
2012,10,17,11.5,5290
2012,10,18,13.8,4104
2012,10,19,15.8,5373
2012,10,20,14.1,3572
2012,10,21,13,2593
2012,10,22,16.4,6719
2012,10,23,14.6,7113
2012,10,24,14.2,6906
2012,10,25,12.4,2807
2012,10,26,8,2129
2012,10,27,5.3,5211
2012,10,28,5.5,6702
2012,10,29,8,3251
2012,10,30,9.3,4772
2012,10,31,8.5,6393
2012,11,01,9.2,3513
2012,11,02,6.8,4271
2012,11,03,7.8,4851
2012,11,04,7.1,4996
2012,11,05,6.6,3855
2012,11,06,6.8,5367
2012,11,07,10.3,3704
2012,11,08,10.5,2871
2012,11,09,10.2,3422
2012,11,10,10.3,3173
2012,11,11,7,4192
2012,11,12,6.2,3884
2012,11,13,8.9,2278
2012,11,14,9.1,4430
2012,11,15,4.3,3329
2012,11,16,4.2,1582
2012,11,17,6,2521
2012,11,18,9.1,2807
2012,11,19,5.6,2703
2012,11,20,10.5,3178
2012,11,21,8,2260
2012,11,22,7.9,4606
2012,11,23,7.5,1660
2012,11,24,7.4,2493
2012,11,25,10.5,3148
2012,11,26,8.7,2977
2012,11,27,8,1855
2012,11,28,6.7,2857
2012,11,29,5.8,2718
2012,11,30,4.3,2785
2012,12,01,2.7,2500
2012,12,02,4,2625
2012,12,03,4.8,3559
2012,12,04,4.6,2566
2012,12,05,2.3,2079
2012,12,06,2.3,2217
2012,12,07,2.3,2059
2012,12,08,2.4,2777
2012,12,09,4.3,3104
2012,12,10,5.5,1557
2012,12,11,1.7,2418
2012,12,12,0.3,2463
2012,12,13,-1.3,2206
2012,12,14,5.5,2573
2012,12,15,8.5,1934
2012,12,16,7.7,1847
2012,12,17,7.5,2156
2012,12,18,5.8,1510
2012,12,19,4.9,1945
2012,12,20,5.5,956
2012,12,21,8,2216
2012,12,22,8.4,2577
2012,12,23,12,1308
2012,12,24,10.5,1978
2012,12,25,9.4,2068
2012,12,26,7.9,2372
2012,12,27,8.6,1000
2012,12,28,7.8,1805
2012,12,29,10.7,1984
2012,12,30,7,2770
2012,12,31,9.7,1618
2013,01,01,8.7,1752
2013,01,02,6.4,2241
2013,01,03,9.3,2105
2013,01,04,9.6,122
2013,01,05,8.4,756
2013,01,06,7.4,2331
2013,01,07,6.9,421
2013,01,08,6.4,1410
2013,01,09,6.6,1221
2013,01,10,4.7,2587
2013,01,11,3.7,2011
2013,01,12,-0.1,2361
2013,01,13,0,1656
2013,01,14,-2.5,2668
2013,01,15,-0.1,2766
2013,01,16,-5.4,4849
2013,01,17,-7.2,3772
2013,01,18,-5.4,2963
2013,01,19,-2.1,1698
2013,01,20,-4.6,1022
2013,01,21,-1.8,3111
2013,01,22,-0.5,2567
2013,01,23,-4.5,2273
2013,01,24,-3.6,2664
2013,01,25,-6.5,3535
2013,01,26,-0.7,3618
2013,01,27,4.6,4619
2013,01,28,5.4,3710
2013,01,29,9.6,3808
2013,01,30,11.9,4208
2013,01,31,8.8,4428
2013,02,01,7.3,2266
2013,02,02,4.9,2492
2013,02,03,4.6,3760
2013,02,04,8.6,3567
2013,02,05,4.3,3245
2013,02,06,4.4,4153
2013,02,07,3.6,3895
2013,02,08,2.4,3777
2013,02,09,0,4568
2013,02,10,0.8,3912
2013,02,11,-0.5,2917
2013,02,12,-1.1,3734
2013,02,13,-1.1,5789
2013,02,14,0.5,4081
2013,02,15,4.7,6560
2013,02,16,6.4,4713
2013,02,17,3.3,5358
2013,02,18,3.1,6977
2013,02,19,2.6,7849
2013,02,20,2.3,6552
2013,02,21,-0.4,6042
2013,02,22,-1.4,5433
2013,02,23,-2,6102
2013,02,24,0.2,2676
2013,02,25,1.8,4020
2013,02,26,2.9,4307
2013,02,27,1.3,275
2013,02,28,1.4,2493
2013,03,01,3,4303
2013,03,02,2.7,2964
2013,03,03,4.2,6630
2013,03,04,5.1,11822
2013,03,05,9.1,10967
2013,03,06,10.8,9819
2013,03,07,9.7,5247
2013,03,08,9.3,7014
2013,03,09,6.9,3744
2013,03,10,2,3809
2013,03,11,-1.3,663
2013,03,12,-1.9,6690
2013,03,13,-2.4,10299
2013,03,14,0.1,9894
2013,03,15,1.3,8805
2013,03,16,5.4,6435
2013,03,17,6.4,8524
2013,03,18,4.1,8422
2013,03,19,4.9,7988
2013,03,20,2.6,5025
2013,03,21,3.6,8614
2013,03,22,3.7,9426
2013,03,23,1.5,3065
2013,03,24,-0.4,4776
2013,03,25,0.8,7103
2013,03,26,1.9,10475
2013,03,27,1.9,13213
2013,03,28,2.7,9847
2013,03,29,1.6,10803
2013,03,30,1.4,11047
2013,03,31,1.3,11208
2013,04,01,3.4,13235
2013,04,02,3.4,15496
2013,04,03,2.6,13249
2013,04,04,4.6,11439
2013,04,05,3.7,7633
2013,04,06,4.9,12074
2013,04,07,3.9,16830
2013,04,08,6,13259
2013,04,09,6.4,13113
2013,04,10,7.5,8552
2013,04,11,9.9,8952
2013,04,12,9.7,11212
2013,04,13,10.3,13409
2013,04,14,17.2,16279
2013,04,15,13.8,12059
2013,04,16,11.6,12919
2013,04,17,16.1,15591
2013,04,18,11.7,13924
2013,04,19,9,13606
2013,04,20,7.1,17358
2013,04,21,7,20711
2013,04,22,8.3,17846
2013,04,23,11.8,13574
2013,04,24,12.3,17772
2013,04,25,16.2,21396
2013,04,26,8.8,3925
2013,04,27,6.5,18445
2013,04,28,8.1,18920
2013,04,29,9,19264
2013,04,30,8.2,18467
2013,05,01,10.5,21421
2013,05,02,10.4,10022
2013,05,03,11.7,23004
2013,05,04,10.2,16187
2013,05,05,11.9,23772
2013,05,06,11.4,21110
2013,05,07,14.3,20908
2013,05,08,12.9,13339
2013,05,09,11.7,23766
2013,05,10,12,14512
2013,05,11,10.8,12876
2013,05,12,10.1,17386
2013,05,13,11.7,13322
2013,05,14,9.8,11107
2013,05,15,11.6,19497
2013,05,16,8.8,9634
2013,05,17,8.7,6871
2013,05,18,11.5,15307
2013,05,19,12.4,17698
2013,05,20,9.8,2510
2013,05,21,9.4,2688
2013,05,22,10.4,13224
2013,05,23,8.1,16771
2013,05,24,6.8,11239
2013,05,25,8.1,22365
2013,05,26,11.5,16990
2013,05,27,12,26544
2013,05,28,13.1,12867
2013,05,29,9.9,9951
2013,05,30,11.5,7453
2013,05,31,12.5,14583
2013,06,01,11.4,17591
2013,06,02,11.1,26504
2013,06,03,11.5,16447
2013,06,04,11.7,18195
2013,06,05,14.3,23907
2013,06,06,16.8,27149
2013,06,07,18.1,27253
2013,06,08,14.7,25115
2013,06,09,13.2,17891
2013,06,10,12.7,15110
2013,06,11,14.3,16950
2013,06,12,18.7,12327
2013,06,13,16.8,11612
2013,06,14,14.6,23094
2013,06,15,15.5,23540
2013,06,16,14.2,15887
2013,06,17,17.7,15750
2013,06,18,21.5,20532
2013,06,19,19.6,13164
2013,06,20,19.9,14558
2013,06,21,15.6,8238
2013,06,22,14.7,12260
2013,06,23,14.9,14833
2013,06,24,13.3,11673
2013,06,25,13.9,24485
2013,06,26,13.3,19283
2013,06,27,14.3,20032
2013,06,28,14.5,9132
2013,06,29,15.5,13090
2013,06,30,16,20359
2013,07,01,15.9,15890
2013,07,02,16,15698
2013,07,03,16.2,9703
2013,07,04,15.3,11754
2013,07,05,17.3,17052
2013,07,06,18.4,26447
2013,07,07,19.9,28160
2013,07,08,19.2,25338
2013,07,09,19.2,27603
2013,07,10,17.6,21004
2013,07,11,16.2,18833
2013,07,12,13.9,14507
2013,07,13,17.3,23052
2013,07,14,17.8,24920
2013,07,15,18.9,25184
2013,07,16,18.4,19711
2013,07,17,20.3,17631
2013,07,18,19.8,20750
2013,07,19,20.8,27062
2013,07,20,18.6,17398
2013,07,21,21.7,25451
2013,07,22,23.7,23636
2013,07,23,22.9,18646
2013,07,24,20.7,22871
2013,07,25,21.6,22309
2013,07,26,21.7,12883
2013,07,27,21.2,14343
2013,07,28,19.9,20888
2013,07,29,19.4,19480
2013,07,30,16.7,9532
2013,07,31,20.1,15299
2013,08,01,23.2,27066
2013,08,02,24.4,22672
2013,08,03,19.5,21447
2013,08,04,18.7,23484
2013,08,05,19.3,20282
2013,08,06,19.6,18636
2013,08,07,16.6,7331
2013,08,08,16.5,19417
2013,08,09,16.9,16419
2013,08,10,16.4,15432
2013,08,11,16.7,15690
2013,08,12,16.4,13690
2013,08,13,15.4,17362
2013,08,14,16.2,21049
2013,08,15,17.9,14104
2013,08,16,19.2,16209
2013,08,17,20.7,15007
2013,08,18,20.2,17921
2013,08,19,17.2,17338
2013,08,20,16.7,18493
2013,08,21,16.8,21718
2013,08,22,15.8,7899
2013,08,23,20.9,20768
2013,08,24,18.2,5419
2013,08,25,17.1,11005
2013,08,26,18.2,18213
2013,08,27,19.1,11447
2013,08,28,17.3,16680
2013,08,29,17.3,18119
2013,08,30,16.8,14209
2013,08,31,17.7,11572
2013,09,01,13.1,13650
2013,09,02,16.9,18226
2013,09,03,17.8,18299
2013,09,04,19.2,19579
2013,09,05,22.1,19694
2013,09,06,18,9469
2013,09,07,16.6,16918
2013,09,08,15.3,14470
2013,09,09,12.9,7771
2013,09,10,12.9,9664
2013,09,11,13.8,6006
2013,09,12,14.4,9782
2013,09,13,12.8,3761
2013,09,14,15.5,4686
2013,09,15,13.1,11766
2013,09,16,12.9,14584
2013,09,17,10.2,7453
2013,09,18,14,10917
2013,09,19,12.2,7948
2013,09,20,14.3,9403
2013,09,21,12.4,8848
2013,09,22,17.2,6972
2013,09,23,17.9,10993
2013,09,24,15.3,13937
2013,09,25,15.5,10424
2013,09,26,16.6,9827
2013,09,27,12.5,12345
2013,09,28,14.3,11242
2013,09,29,14.3,11581
2013,09,30,13.9,13871
2013,10,01,12.6,12258
2013,10,02,14.9,11374
2013,10,03,15.5,9475
2013,10,04,18.9,6548
2013,10,05,14.9,8171
2013,10,06,14.6,10733
2013,10,07,12.5,10655
2013,10,08,13,9197
2013,10,09,14.6,6132
2013,10,10,9.7,3527
2013,10,11,8.4,3355
2013,10,12,8.8,8896
2013,10,13,8.6,1442
2013,10,14,10.5,2710
2013,10,15,10.7,7262
2013,10,16,9.6,3457
2013,10,17,14.5,6937
2013,10,18,11.9,3597
2013,10,19,12.4,4228
2013,10,20,15,6392
2013,10,21,15.4,5646
2013,10,22,17.4,5291
2013,10,23,16.6,5959
2013,10,24,11.3,3969
2013,10,25,14.6,4250
2013,10,26,16.6,8051
2013,10,27,14.8,5003
2013,10,28,14.5,5355
2013,10,29,10,4916
2013,10,30,9.2,7694
2013,10,31,10.5,4786
2013,11,01,11.9,3039
2013,11,02,11.8,3161
2013,11,03,9.4,3991
2013,11,04,10.2,3422
2013,11,05,7.6,2169
2013,11,06,11.9,2009
2013,11,07,13.2,1793
2013,11,08,9.4,3658
2013,11,09,8,4108
2013,11,10,7.4,4956
2013,11,11,5.4,4558
2013,11,12,8.7,1553
2013,11,13,8,6252
2013,11,14,6.6,2725
2013,11,15,8.7,5670
2013,11,16,4,2560
2013,11,17,6,1490
2013,11,18,5.8,2220
2013,11,19,6.3,4705
2013,11,20,3.3,1848
2013,11,21,2.6,1638
2013,11,22,3.4,2693
2013,11,23,5.7,3705
2013,11,24,5.7,2371
2013,11,25,5.9,3005
2013,11,26,5.9,2511
2013,11,27,5.6,2980
2013,11,28,7.6,1209
2013,11,29,8.2,1918
2013,11,30,8.1,2846
2013,12,01,6.7,3569
2013,12,02,7.9,4040
2013,12,03,0.9,2877
2013,12,04,4.8,1575
2013,12,05,5.2,2747
2013,12,06,5,3148
2013,12,07,6.8,2453
2013,12,08,8.1,2969
2013,12,09,8,3436
2013,12,10,4.1,4709
2013,12,11,3.3,4861
2013,12,12,1.6,3695
2013,12,13,2.1,2352
2013,12,14,6.3,3898
2013,12,15,7.8,2277
2013,12,16,9.5,2676
2013,12,17,7.2,413
2013,12,18,7.5,2872
2013,12,19,8.4,3121
2013,12,20,5.9,4107
2013,12,21,6.9,1056
2013,12,22,8.9,2127
2013,12,23,8.3,2076
2013,12,24,11,1011
2013,12,25,7.2,3690
2013,12,26,6.1,2973
2013,12,27,7.1,1930
2013,12,28,7.3,2234
2013,12,29,5.4,4310
2013,12,30,5.4,1821
2013,12,31,6.9,1829
