reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwdith_min,wwdith_q1,wwdith_q5,wwdith_q25,wwdith_q50,wwdith_avg,wwdith_q75,wwdith_q95,wwdith_q99,wwdith_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
145.000,0.048,0.058,0.067,0.104,0.135,0.161,0.177,0.376,0.561,0.910,1.096,1.116,1.135,1.208,1.271,1.323,1.355,1.752,2.121,2.819,316.197,431.588,556.869,1135.755,1755.265,2822.158,2734.312,9640.536,19290.402,46771.730,0.004,0.005,0.005,0.008,0.009,0.009,0.010,0.013,0.014,0.016,0.073,0.082,0.090,0.115,0.133,0.138,0.152,0.217,0.256,0.313
146.000,0.067,0.081,0.094,0.144,0.187,0.219,0.243,0.496,0.716,1.112,1.134,1.161,1.188,1.288,1.374,1.438,1.485,1.992,2.433,3.225,339.320,462.373,596.683,1216.642,1880.419,3023.499,2929.718,10326.163,20673.090,50045.168,0.005,0.006,0.007,0.010,0.012,0.012,0.014,0.017,0.019,0.021,0.055,0.062,0.067,0.086,0.099,0.103,0.113,0.162,0.196,0.248
147.000,0.069,0.083,0.097,0.150,0.194,0.226,0.251,0.507,0.725,1.112,1.138,1.166,1.194,1.299,1.388,1.452,1.503,2.014,2.449,3.225,340.013,462.306,597.849,1218.747,1884.562,3027.965,2932.382,10359.687,20729.426,50065.895,0.005,0.006,0.007,0.011,0.012,0.012,0.014,0.018,0.019,0.022,0.054,0.060,0.065,0.082,0.095,0.099,0.108,0.158,0.193,0.248
148.000,0.087,0.104,0.120,0.177,0.223,0.253,0.282,0.529,0.733,1.090,1.174,1.207,1.239,1.354,1.447,1.506,1.563,2.058,2.467,3.179,345.557,469.607,607.499,1238.613,1915.104,3076.532,2980.004,10532.263,21079.802,50814.918,0.004,0.006,0.008,0.012,0.014,0.015,0.017,0.022,0.024,0.027,0.042,0.048,0.053,0.069,0.082,0.087,0.096,0.151,0.193,0.260
149.000,0.043,0.052,0.060,0.093,0.120,0.143,0.157,0.331,0.491,0.793,1.086,1.103,1.121,1.185,1.241,1.286,1.314,1.662,1.983,2.587,345.655,470.131,607.341,1237.603,1914.369,3076.557,2980.896,10516.860,21054.370,50779.422,0.003,0.003,0.004,0.006,0.007,0.007,0.008,0.011,0.012,0.013,0.090,0.101,0.111,0.142,0.165,0.173,0.191,0.278,0.334,0.415
15.000,0.059,0.071,0.083,0.126,0.162,0.187,0.208,0.410,0.584,0.899,0.617,0.642,0.666,0.752,0.824,0.874,0.916,1.321,1.669,2.299,92.074,127.045,164.376,335.062,517.962,832.762,806.742,2844.173,5697.764,13805.915,0.009,0.011,0.013,0.018,0.021,0.021,0.024,0.029,0.032,0.036,0.033,0.036,0.040,0.049,0.056,0.058,0.064,0.089,0.105,0.128
150.000,0.059,0.070,0.082,0.125,0.162,0.190,0.210,0.430,0.624,0.976,1.117,1.141,1.164,1.251,1.324,1.380,1.420,1.859,2.248,2.953,373.659,506.933,655.579,1335.850,2066.788,3319.322,3215.843,11345.824,22722.055,54752.426,0.004,0.004,0.005,0.008,0.009,0.009,0.011,0.014,0.015,0.017,0.070,0.078,0.086,0.110,0.128,0.134,0.147,0.215,0.261,0.330
151.000,0.055,0.066,0.077,0.118,0.153,0.180,0.199,0.409,0.595,0.933,1.110,1.132,1.154,1.236,1.306,1.360,1.397,1.817,2.190,2.866,375.536,509.910,658.446,1342.075,2074.724,3335.750,3231.425,11402.425,22819.742,55051.730,0.003,0.004,0.005,0.007,0.009,0.009,0.010,0.013,0.014,0.015,0.075,0.084,0.092,0.118,0.137,0.144,0.158,0.230,0.280,0.355
152.000,0.051,0.062,0.072,0.110,0.142,0.167,0.184,0.378,0.551,0.869,1.103,1.124,1.144,1.220,1.284,1.334,1.369,1.756,2.102,2.737,382.293,519.438,670.010,1365.969,2111.878,3395.109,3289.019,11598.460,23232.999,56042.422,0.003,0.004,0.004,0.007,0.008,0.008,0.009,0.012,0.013,0.014,0.082,0.092,0.101,0.130,0.151,0.159,0.175,0.259,0.316,0.402
153.000,0.046,0.055,0.065,0.099,0.129,0.152,0.168,0.350,0.515,0.823,1.092,1.111,1.129,1.198,1.258,1.305,1.335,1.699,2.031,2.645,382.277,519.311,670.123,1365.882,2111.295,3395.106,3290.117,11594.913,23214.722,56056.770,0.002,0.002,0.002,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.092,0.103,0.113,0.146,0.169,0.178,0.195,0.286,0.346,0.435
154.000,0.048,0.058,0.068,0.105,0.137,0.166,0.180,0.398,0.616,1.054,2.048,2.058,2.068,2.105,2.137,2.166,2.180,2.398,2.616,3.054,581.645,788.341,1017.158,2073.234,3205.289,5153.210,4993.040,17611.410,35256.361,85003.711,0.003,0.004,0.005,0.008,0.009,0.009,0.010,0.014,0.015,0.017,0.069,0.078,0.086,0.112,0.131,0.140,0.154,0.234,0.289,0.371
155.000,0.049,0.059,0.069,0.107,0.141,0.171,0.186,0.410,0.631,1.069,2.049,2.059,2.069,2.107,2.141,2.171,2.186,2.410,2.631,3.069,592.433,802.206,1035.035,2109.584,3261.357,5243.553,5081.331,17911.713,35879.024,86492.922,0.003,0.004,0.005,0.008,0.009,0.009,0.010,0.014,0.015,0.017,0.069,0.078,0.085,0.111,0.130,0.138,0.152,0.231,0.286,0.371
156.000,0.053,0.064,0.075,0.115,0.151,0.181,0.198,0.428,0.649,1.082,2.053,2.064,2.075,2.115,2.151,2.181,2.198,2.428,2.649,3.082,599.829,810.770,1048.046,2135.016,3302.018,5308.356,5144.016,18128.499,36294.071,87568.812,0.003,0.004,0.005,0.008,0.009,0.010,0.011,0.014,0.016,0.018,0.065,0.073,0.080,0.105,0.123,0.131,0.144,0.223,0.280,0.370
157.000,0.055,0.066,0.077,0.120,0.156,0.186,0.204,0.428,0.641,1.054,2.055,2.066,2.077,2.120,2.156,2.186,2.204,2.428,2.641,3.054,600.638,811.390,1049.525,2138.281,3306.321,5315.093,5152.506,18140.059,36322.529,87699.555,0.003,0.004,0.005,0.008,0.010,0.010,0.012,0.015,0.017,0.018,0.063,0.070,0.078,0.101,0.118,0.128,0.139,0.222,0.284,0.383
158.000,0.069,0.082,0.094,0.138,0.175,0.201,0.221,0.428,0.617,1.001,2.069,2.082,2.094,2.138,2.175,2.201,2.221,2.428,2.617,3.001,639.965,863.206,1116.020,2274.287,3515.168,5651.395,5477.235,19297.935,38620.527,93167.945,0.003,0.004,0.005,0.009,0.010,0.011,0.013,0.017,0.019,0.022,0.053,0.060,0.067,0.092,0.112,0.124,0.136,0.237,0.315,0.433
159.000,0.034,0.041,0.047,0.073,0.096,0.117,0.126,0.281,0.448,0.835,2.034,2.041,2.047,2.073,2.096,2.117,2.126,2.281,2.448,2.835,641.669,864.665,1118.323,2278.767,3525.358,5664.711,5491.039,19326.025,38706.861,93394.992,0.002,0.003,0.003,0.005,0.006,0.006,0.007,0.009,0.009,0.011,0.109,0.123,0.135,0.178,0.209,0.222,0.246,0.374,0.452,0.538
16.000,0.061,0.074,0.086,0.131,0.168,0.194,0.215,0.428,0.613,0.956,0.622,0.648,0.672,0.761,0.835,0.889,0.931,1.356,1.726,2.412,92.266,127.153,164.358,335.339,518.167,832.768,806.806,2847.038,5698.923,13778.175,0.010,0.012,0.014,0.019,0.022,0.022,0.025,0.031,0.033,0.037,0.031,0.035,0.038,0.047,0.054,0.056,0.061,0.083,0.097,0.116
160.000,0.038,0.046,0.054,0.085,0.113,0.143,0.152,0.366,0.601,1.112,2.038,2.046,2.054,2.085,2.113,2.143,2.152,2.366,2.601,3.112,643.353,867.449,1121.253,2284.859,3532.312,5678.149,5503.871,19382.385,38793.321,93615.734,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.005,0.006,0.097,0.108,0.119,0.153,0.176,0.183,0.203,0.282,0.325,0.383
161.000,0.051,0.061,0.071,0.108,0.140,0.165,0.182,0.373,0.544,0.857,1.101,1.121,1.141,1.216,1.280,1.329,1.363,1.746,2.088,2.714,382.966,519.338,671.530,1368.140,2115.218,3401.232,3296.495,11604.421,23249.730,56180.621,0.003,0.004,0.004,0.007,0.008,0.008,0.009,0.011,0.012,0.014,0.084,0.094,0.103,0.133,0.154,0.163,0.179,0.264,0.322,0.410
162.000,0.045,0.054,0.064,0.097,0.126,0.150,0.165,0.343,0.505,0.810,1.091,1.109,1.127,1.195,1.253,1.299,1.329,1.685,2.010,2.621,383.225,519.597,671.776,1369.020,2116.630,3402.457,3298.477,11610.044,23254.194,56218.898,0.003,0.003,0.004,0.006,0.007,0.007,0.008,0.010,0.011,0.012,0.094,0.105,0.116,0.149,0.173,0.182,0.200,0.294,0.356,0.446
163.000,0.047,0.056,0.065,0.100,0.130,0.154,0.170,0.354,0.525,0.854,1.093,1.112,1.131,1.200,1.260,1.308,1.339,1.709,2.050,2.709,384.315,520.595,673.484,1372.830,2121.425,3410.464,3304.917,11635.131,23285.033,56367.336,0.003,0.003,0.004,0.006,0.007,0.007,0.008,0.010,0.011,0.013,0.092,0.103,0.113,0.145,0.168,0.176,0.194,0.282,0.338,0.414
164.000,0.067,0.080,0.092,0.135,0.171,0.198,0.217,0.430,0.634,1.050,1.135,1.159,1.184,1.271,1.343,1.397,1.435,1.860,2.269,3.100,384.285,520.564,673.420,1372.898,2121.730,3410.470,3305.281,11637.221,23276.538,56372.582,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.062,0.070,0.078,0.104,0.123,0.130,0.145,0.220,0.261,0.305
165.000,0.065,0.077,0.090,0.140,0.184,0.222,0.242,0.530,0.804,1.341,2.065,2.077,2.090,2.140,2.184,2.222,2.242,2.530,2.804,3.341,1129.647,1520.138,1960.839,3997.238,6179.313,9928.070,9624.605,33924.213,67779.059,163140.188,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.009,0.010,0.012,0.100,0.112,0.123,0.160,0.187,0.198,0.218,0.329,0.408,0.530
166.000,0.067,0.080,0.094,0.146,0.192,0.230,0.252,0.542,0.810,1.323,2.067,2.080,2.094,2.146,2.192,2.230,2.252,2.542,2.810,3.323,1129.700,1516.572,1960.279,3997.140,6177.531,9928.862,9622.621,33925.975,67772.610,163115.469,0.002,0.003,0.004,0.006,0.006,0.007,0.008,0.010,0.011,0.012,0.097,0.108,0.119,0.154,0.179,0.191,0.209,0.320,0.405,0.539
167.000,0.087,0.103,0.119,0.177,0.226,0.261,0.288,0.566,0.812,1.267,2.087,2.103,2.119,2.177,2.226,2.261,2.288,2.566,2.812,3.267,1129.558,1516.783,1960.294,3997.460,6178.903,9928.823,9628.053,33887.744,67804.949,163082.094,0.002,0.003,0.004,0.006,0.008,0.008,0.009,0.012,0.014,0.016,0.074,0.084,0.093,0.125,0.151,0.165,0.181,0.305,0.403,0.568
168.000,0.037,0.044,0.051,0.078,0.100,0.118,0.130,0.267,0.392,0.631,2.037,2.044,2.051,2.078,2.100,2.118,2.130,2.267,2.392,2.631,1129.543,1516.657,1960.588,3996.807,6177.696,9928.841,9627.767,33876.340,67802.852,163076.984,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.176,0.198,0.220,0.293,0.349,0.381,0.417,0.693,0.915,1.299
17.000,0.063,0.076,0.088,0.134,0.173,0.203,0.224,0.457,0.666,1.056,0.625,0.652,0.677,0.769,0.847,0.907,0.948,1.415,1.832,2.611,92.457,127.447,164.558,335.683,518.628,833.922,807.951,2855.012,5703.360,13788.033,0.007,0.008,0.009,0.012,0.014,0.014,0.015,0.019,0.021,0.023,0.030,0.034,0.037,0.046,0.052,0.053,0.058,0.076,0.085,0.098
18.000,0.022,0.026,0.031,0.047,0.061,0.073,0.080,0.169,0.253,0.419,1.044,1.053,1.061,1.094,1.122,1.146,1.159,1.338,1.507,1.838,123.634,169.199,218.688,445.952,689.170,1108.238,1073.297,3787.364,7580.275,18404.006,0.003,0.004,0.005,0.008,0.009,0.010,0.011,0.014,0.016,0.018,0.065,0.073,0.080,0.105,0.124,0.132,0.145,0.223,0.277,0.360
19.000,0.021,0.025,0.030,0.046,0.059,0.071,0.077,0.164,0.247,0.409,1.042,1.051,1.060,1.091,1.119,1.141,1.155,1.329,1.494,1.819,136.546,186.658,241.376,492.081,760.447,1222.889,1184.501,4181.538,8367.754,20301.236,0.003,0.004,0.005,0.007,0.008,0.008,0.010,0.013,0.014,0.016,0.074,0.083,0.092,0.120,0.141,0.150,0.165,0.254,0.316,0.409
2.000,0.059,0.071,0.083,0.128,0.167,0.202,0.220,0.484,0.746,1.283,2.059,2.071,2.083,2.128,2.167,2.202,2.220,2.484,2.746,3.283,1038.603,1401.421,1807.502,3685.789,5699.049,9156.044,8872.294,31237.973,62417.665,150822.031,0.002,0.003,0.003,0.005,0.006,0.006,0.007,0.009,0.010,0.012,0.101,0.113,0.125,0.163,0.190,0.202,0.222,0.335,0.410,0.518
20.000,0.021,0.026,0.030,0.046,0.060,0.072,0.079,0.167,0.251,0.418,1.043,1.052,1.060,1.093,1.120,1.144,1.157,1.335,1.503,1.836,136.516,186.844,241.202,491.943,760.669,1222.905,1184.317,4182.074,8351.159,20307.902,0.003,0.004,0.005,0.007,0.008,0.009,0.010,0.013,0.014,0.016,0.073,0.082,0.090,0.118,0.138,0.147,0.162,0.249,0.309,0.398
21.000,0.025,0.030,0.036,0.055,0.071,0.084,0.092,0.196,0.294,0.485,1.050,1.061,1.071,1.109,1.142,1.169,1.185,1.392,1.587,1.970,147.820,202.184,260.964,532.293,822.971,1323.052,1281.265,4523.278,9034.282,21964.834,0.003,0.004,0.005,0.008,0.009,0.009,0.011,0.014,0.016,0.018,0.066,0.075,0.082,0.108,0.126,0.134,0.147,0.224,0.277,0.355
22.000,0.027,0.033,0.039,0.059,0.077,0.091,0.100,0.212,0.316,0.519,1.055,1.066,1.077,1.118,1.154,1.183,1.200,1.424,1.632,2.038,151.400,207.018,267.263,545.105,842.810,1354.405,1311.966,4628.612,9246.047,22487.154,0.004,0.004,0.006,0.008,0.010,0.010,0.011,0.015,0.016,0.019,0.063,0.070,0.078,0.101,0.118,0.126,0.138,0.210,0.258,0.332
23.000,0.028,0.033,0.039,0.060,0.078,0.092,0.101,0.214,0.319,0.524,1.055,1.067,1.078,1.119,1.155,1.184,1.202,1.427,1.638,2.047,153.297,209.090,270.501,551.647,852.680,1370.309,1327.427,4681.001,9352.920,22752.953,0.004,0.004,0.006,0.008,0.010,0.010,0.011,0.015,0.016,0.019,0.063,0.071,0.078,0.101,0.119,0.126,0.139,0.210,0.258,0.332
24.000,0.029,0.035,0.041,0.063,0.081,0.096,0.106,0.222,0.329,0.534,1.058,1.070,1.082,1.125,1.162,1.193,1.211,1.444,1.658,2.069,179.097,244.295,315.402,643.286,994.576,1598.168,1547.812,5462.270,10904.703,26514.828,0.003,0.004,0.005,0.008,0.009,0.009,0.010,0.013,0.015,0.017,0.070,0.078,0.086,0.112,0.132,0.140,0.154,0.234,0.290,0.376
25.000,0.026,0.032,0.037,0.057,0.074,0.088,0.097,0.205,0.307,0.509,1.053,1.064,1.074,1.114,1.148,1.177,1.193,1.410,1.614,2.018,180.066,245.130,317.208,646.914,1000.097,1606.797,1556.756,5489.149,10975.684,26658.311,0.003,0.004,0.004,0.007,0.008,0.008,0.009,0.012,0.013,0.015,0.077,0.087,0.096,0.125,0.146,0.155,0.171,0.258,0.318,0.404
26.000,0.030,0.036,0.042,0.064,0.084,0.100,0.109,0.234,0.356,0.608,1.060,1.072,1.084,1.129,1.168,1.200,1.219,1.468,1.711,2.217,185.660,252.743,326.949,666.602,1030.483,1656.151,1604.161,5655.819,11303.934,27464.633,0.004,0.004,0.005,0.008,0.009,0.009,0.010,0.013,0.015,0.017,0.070,0.079,0.087,0.113,0.132,0.139,0.154,0.228,0.273,0.326
27.000,0.030,0.037,0.043,0.068,0.092,0.117,0.124,0.309,0.513,0.940,1.060,1.073,1.086,1.137,1.183,1.235,1.248,1.619,2.026,2.880,185.664,252.740,326.936,666.567,1030.359,1656.145,1604.107,5655.057,11302.133,27459.273,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.070,0.078,0.085,0.106,0.120,0.121,0.134,0.163,0.171,0.208
28.000,0.075,0.088,0.102,0.151,0.194,0.229,0.252,0.521,0.756,1.175,1.150,1.176,1.203,1.302,1.389,1.459,1.504,2.041,2.512,3.350,231.531,313.009,404.943,824.799,1275.090,2049.903,1986.959,6999.213,14002.660,33795.293,0.008,0.009,0.011,0.016,0.018,0.019,0.021,0.028,0.031,0.035,0.033,0.038,0.042,0.055,0.064,0.066,0.073,0.103,0.123,0.154
29.000,0.061,0.074,0.088,0.143,0.190,0.225,0.251,0.527,0.764,1.183,1.121,1.149,1.177,1.285,1.379,1.450,1.503,2.055,2.528,3.366,231.569,313.214,404.686,824.546,1274.875,2049.900,1986.617,7003.295,14019.570,33778.387,0.003,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.010,0.042,0.046,0.049,0.059,0.066,0.068,0.073,0.101,0.121,0.152
3.000,0.061,0.073,0.085,0.132,0.173,0.209,0.227,0.499,0.766,1.307,2.061,2.073,2.085,2.132,2.173,2.209,2.227,2.499,2.766,3.307,1042.238,1404.334,1813.733,3696.533,5717.014,9186.234,8898.206,31346.507,62562.142,151307.578,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.010,0.011,0.012,0.098,0.110,0.121,0.158,0.184,0.195,0.215,0.325,0.399,0.507
30.000,0.023,0.028,0.032,0.050,0.064,0.076,0.084,0.174,0.256,0.411,0.546,0.556,0.565,0.599,0.629,0.652,0.668,0.849,1.012,1.322,34.883,48.649,62.868,128.292,198.236,318.730,308.644,1089.352,2175.772,5319.666,0.007,0.009,0.011,0.016,0.018,0.019,0.021,0.027,0.030,0.034,0.034,0.039,0.042,0.055,0.063,0.067,0.073,0.108,0.131,0.165
31.000,0.023,0.028,0.033,0.051,0.066,0.077,0.085,0.177,0.261,0.417,0.546,0.557,0.566,0.601,0.631,0.655,0.671,0.855,1.021,1.334,39.449,55.019,71.098,145.010,224.136,360.380,349.023,1231.258,2463.484,6004.420,0.006,0.008,0.010,0.014,0.017,0.017,0.019,0.025,0.027,0.031,0.038,0.043,0.047,0.061,0.070,0.074,0.081,0.119,0.145,0.182
32.000,0.023,0.028,0.033,0.050,0.065,0.077,0.085,0.175,0.257,0.411,0.546,0.556,0.565,0.600,0.630,0.653,0.669,0.851,1.015,1.323,45.864,63.915,82.702,168.592,260.607,419.014,405.870,1432.038,2863.813,6967.403,0.005,0.007,0.008,0.012,0.014,0.014,0.016,0.021,0.023,0.026,0.044,0.050,0.055,0.071,0.083,0.087,0.096,0.141,0.171,0.216
33.000,0.021,0.025,0.029,0.045,0.058,0.069,0.076,0.159,0.234,0.376,0.541,0.550,0.559,0.590,0.617,0.638,0.652,0.817,0.968,1.252,47.086,65.603,84.870,173.124,267.620,430.094,416.736,1470.389,2943.307,7134.683,0.005,0.006,0.007,0.011,0.012,0.012,0.014,0.018,0.020,0.023,0.051,0.058,0.064,0.082,0.095,0.101,0.111,0.164,0.199,0.252
34.000,0.021,0.026,0.031,0.047,0.061,0.072,0.079,0.165,0.243,0.390,0.543,0.552,0.561,0.594,0.622,0.644,0.658,0.830,0.987,1.280,49.870,69.341,89.617,182.863,282.624,454.187,439.914,1553.386,3110.914,7533.215,0.005,0.006,0.007,0.010,0.012,0.012,0.014,0.018,0.020,0.022,0.052,0.059,0.064,0.083,0.096,0.102,0.112,0.165,0.200,0.252
35.000,0.026,0.031,0.036,0.056,0.072,0.085,0.094,0.195,0.286,0.455,0.551,0.562,0.573,0.612,0.645,0.671,0.688,0.890,1.072,1.409,52.440,72.888,94.159,192.089,296.846,477.251,462.328,1632.570,3272.704,7924.525,0.005,0.007,0.008,0.012,0.014,0.014,0.016,0.021,0.023,0.026,0.045,0.051,0.056,0.072,0.083,0.088,0.096,0.140,0.169,0.212
36.000,0.029,0.035,0.041,0.063,0.082,0.097,0.107,0.221,0.323,0.513,0.558,0.571,0.583,0.627,0.664,0.694,0.714,0.942,1.146,1.525,58.427,81.026,104.712,213.532,329.998,530.601,513.973,1817.538,3632.958,8817.190,0.006,0.007,0.009,0.013,0.014,0.015,0.017,0.021,0.023,0.026,0.044,0.050,0.054,0.070,0.080,0.084,0.092,0.133,0.159,0.197
37.000,0.041,0.050,0.058,0.090,0.116,0.135,0.150,0.304,0.438,0.682,0.583,0.600,0.617,0.679,0.731,0.771,0.800,1.108,1.377,1.865,81.727,112.859,145.718,297.416,459.345,738.633,715.799,2528.264,5061.021,12263.558,0.007,0.008,0.010,0.014,0.016,0.016,0.018,0.022,0.024,0.027,0.042,0.048,0.052,0.066,0.075,0.078,0.085,0.120,0.143,0.177
38.000,0.054,0.065,0.076,0.116,0.149,0.172,0.191,0.377,0.534,0.811,0.608,0.631,0.653,0.732,0.798,0.844,0.883,1.255,1.567,2.122,84.919,117.087,151.484,308.844,477.302,767.592,743.537,2625.606,5249.396,12757.654,0.008,0.011,0.013,0.018,0.020,0.021,0.023,0.029,0.032,0.035,0.033,0.037,0.040,0.050,0.057,0.060,0.065,0.092,0.111,0.140
39.000,0.049,0.060,0.070,0.106,0.136,0.157,0.175,0.345,0.488,0.744,0.599,0.620,0.639,0.712,0.772,0.815,0.850,1.189,1.476,1.988,85.656,118.189,152.642,311.247,481.241,773.668,749.339,2646.031,5285.719,12867.601,0.007,0.009,0.011,0.016,0.018,0.018,0.021,0.026,0.028,0.032,0.037,0.041,0.045,0.056,0.065,0.068,0.074,0.106,0.127,0.162
4.000,0.062,0.075,0.087,0.136,0.178,0.215,0.234,0.511,0.780,1.319,2.062,2.075,2.087,2.136,2.178,2.215,2.234,2.511,2.780,3.319,1056.988,1422.209,1838.343,3746.097,5794.781,9310.293,9019.914,31771.128,63394.082,153309.953,0.002,0.003,0.004,0.006,0.006,0.007,0.007,0.010,0.011,0.012,0.097,0.109,0.120,0.155,0.181,0.192,0.211,0.320,0.396,0.508
40.000,0.044,0.053,0.062,0.094,0.122,0.142,0.157,0.317,0.456,0.711,0.588,0.606,0.624,0.689,0.744,0.784,0.815,1.134,1.411,1.923,89.628,123.678,159.644,325.654,503.505,809.072,783.959,2764.435,5522.707,13449.381,0.006,0.008,0.009,0.013,0.015,0.015,0.017,0.022,0.024,0.027,0.044,0.049,0.053,0.067,0.077,0.081,0.088,0.124,0.147,0.181
41.000,0.045,0.055,0.064,0.098,0.128,0.151,0.167,0.346,0.507,0.811,0.590,0.609,0.628,0.697,0.756,0.803,0.834,1.192,1.515,2.122,90.266,124.166,160.629,327.466,506.124,813.882,788.510,2780.429,5557.766,13516.331,0.008,0.009,0.011,0.014,0.016,0.016,0.018,0.022,0.024,0.027,0.043,0.048,0.052,0.065,0.073,0.075,0.082,0.110,0.127,0.148
42.000,0.125,0.147,0.168,0.243,0.302,0.337,0.374,0.671,0.911,1.325,0.750,0.794,0.837,0.985,1.103,1.173,1.248,1.842,2.321,3.151,92.047,125.923,162.862,332.094,513.353,824.960,798.940,2824.146,5652.445,13662.840,0.018,0.023,0.028,0.041,0.047,0.048,0.054,0.069,0.076,0.085,0.014,0.015,0.017,0.021,0.025,0.026,0.028,0.042,0.051,0.066
43.000,0.106,0.126,0.146,0.217,0.274,0.308,0.343,0.633,0.867,1.278,0.711,0.753,0.793,0.935,1.048,1.116,1.187,1.766,2.235,3.056,134.985,183.032,236.831,482.448,745.952,1199.060,1162.135,4093.872,8195.908,19800.490,0.011,0.014,0.018,0.025,0.028,0.029,0.032,0.040,0.043,0.047,0.025,0.027,0.029,0.036,0.041,0.043,0.047,0.066,0.080,0.101
44.000,0.118,0.139,0.159,0.228,0.281,0.313,0.346,0.616,0.844,1.249,0.737,0.778,0.818,0.956,1.062,1.125,1.192,1.733,2.187,2.998,135.318,183.253,236.874,482.877,746.418,1199.650,1162.276,4100.489,8209.356,19780.498,0.008,0.010,0.012,0.019,0.022,0.022,0.025,0.033,0.036,0.040,0.021,0.024,0.026,0.034,0.040,0.042,0.046,0.069,0.084,0.105
45.000,0.019,0.022,0.026,0.040,0.052,0.062,0.068,0.143,0.212,0.342,0.537,0.545,0.552,0.580,0.604,0.624,0.636,0.785,0.923,1.183,26.152,36.017,46.560,94.941,146.682,235.903,228.566,807.455,1616.915,3915.289,0.007,0.009,0.011,0.017,0.020,0.020,0.023,0.030,0.033,0.037,0.032,0.036,0.039,0.051,0.059,0.062,0.069,0.102,0.125,0.158
46.000,0.020,0.024,0.029,0.044,0.057,0.067,0.074,0.153,0.226,0.362,0.540,0.549,0.557,0.587,0.613,0.634,0.647,0.807,0.952,1.223,31.087,42.773,55.336,112.808,174.303,280.401,271.617,960.294,1921.190,4656.222,0.007,0.009,0.010,0.016,0.018,0.018,0.021,0.027,0.030,0.034,0.034,0.039,0.043,0.055,0.064,0.068,0.075,0.111,0.136,0.174
47.000,0.017,0.021,0.024,0.037,0.048,0.057,0.063,0.132,0.197,0.320,0.534,0.541,0.548,0.574,0.596,0.614,0.626,0.765,0.894,1.141,32.464,44.630,57.725,117.664,181.808,292.505,283.279,1001.626,2002.378,4860.401,0.005,0.007,0.008,0.012,0.015,0.015,0.017,0.022,0.024,0.027,0.043,0.048,0.053,0.069,0.080,0.085,0.093,0.139,0.170,0.215
48.000,0.026,0.031,0.036,0.055,0.072,0.084,0.093,0.193,0.282,0.448,0.551,0.562,0.572,0.610,0.643,0.669,0.686,0.885,1.064,1.396,43.201,59.152,76.552,156.039,241.130,387.918,375.661,1328.192,2655.344,6439.298,0.007,0.008,0.010,0.015,0.017,0.017,0.020,0.025,0.028,0.031,0.037,0.042,0.046,0.059,0.069,0.072,0.079,0.116,0.140,0.176
49.000,0.026,0.031,0.036,0.055,0.072,0.085,0.093,0.194,0.283,0.448,0.551,0.562,0.572,0.611,0.644,0.669,0.687,0.887,1.066,1.396,46.668,63.889,82.636,168.334,260.211,418.599,405.379,1431.505,2864.805,6951.785,0.006,0.008,0.009,0.014,0.016,0.016,0.018,0.023,0.026,0.029,0.040,0.045,0.050,0.064,0.074,0.078,0.085,0.124,0.150,0.190
5.000,0.077,0.091,0.106,0.159,0.204,0.240,0.262,0.540,0.804,1.337,2.077,2.091,2.106,2.159,2.204,2.240,2.262,2.540,2.804,3.337,1060.081,1425.659,1843.161,3756.252,5811.859,9334.254,9043.854,31855.768,63568.221,153688.062,0.002,0.003,0.004,0.006,0.007,0.008,0.009,0.012,0.013,0.015,0.079,0.089,0.099,0.132,0.158,0.170,0.188,0.302,0.383,0.501
50.000,0.023,0.028,0.033,0.050,0.065,0.077,0.085,0.175,0.257,0.412,0.547,0.556,0.566,0.601,0.630,0.654,0.669,0.850,1.015,1.323,47.692,65.387,84.402,172.159,266.152,427.970,414.362,1463.212,2925.646,7109.152,0.005,0.007,0.008,0.012,0.014,0.014,0.016,0.021,0.023,0.026,0.045,0.051,0.056,0.072,0.084,0.089,0.098,0.144,0.175,0.220
51.000,0.023,0.028,0.032,0.050,0.064,0.076,0.084,0.176,0.261,0.421,0.546,0.555,0.564,0.599,0.629,0.653,0.668,0.852,1.021,1.341,47.860,65.502,84.659,172.644,266.971,429.026,415.619,1466.540,2930.768,7127.838,0.005,0.007,0.008,0.012,0.014,0.014,0.016,0.020,0.022,0.025,0.047,0.052,0.057,0.074,0.085,0.090,0.099,0.143,0.172,0.214
